Sample,hsa-mir-15a,hsa-mir-26a-1,hsa-mir-107,hsa-mir-221,Betaine Aldehyde_pos,3-Nitrotyrosine_neg,5-Methylthioadenosine_pos,Acetylcholine_pos,Acetylglycine/Glycocyamine_pos,Acetylneuraminate_neg,Acetylornithine_neg,Adenine_pos,Adenosine_pos,Adipate_neg,Alanine_pos,Aminoadipate_neg,Aminobenzoates/Trigonelline_pos,Aminobenzoic Acid_pos,Aminosugar Phosphates_pos,Aminovaleric Acid_pos,Argininosuccinic Acid_neg,Asparagine_pos,Aspartate_pos,Butylcarnitine_pos,Cadaverine_pos,Caffeine_pos,cAMP_pos,Carnitine_pos,cGMP_pos,Choline_pos,Cis-4-Hydroxy-D-Proline_pos,Citraconic Acid_pos,Citrulline_pos,CMP_pos,Cortisone_pos,Cotinine_pos,Creatine_pos,Creatinine_pos,Cyanocobalamin_pos,Cystine_pos,Cytidine_pos,D-Erythrose 4-Phosphate_neg,Deoxyadenosine_pos,Dihydroxyacetone Phosphate_pos,Dimethylarginine_pos,Dimethylglycine_pos,Dimethylguanosine_pos,Dimethylxanthine_pos,dTMP_pos,dUMP_pos,Epinephrine-H2O_pos,Erythronate_neg,Erythrose-4-Phosphate_neg,Ethylmalonate_neg,FAD_pos,Folate_pos,Gluconate_neg,Glucose-1-Phosphate_neg,Glutamate_pos,Glutamine_pos,Glutarate_neg,Glycerate_neg,Glycerol-3-Phosphate_neg,Glycerophosphocholine_pos,Glycine_neg,Glycolate_neg,Glycolic Acid_neg,Glycyl-Proline_pos,Guanine_pos,Guanosine_pos,Hexanoylcarnitine_pos,Hexose 6-Phosphate_neg,Histidine_pos,Histidinol_pos,Homoarginine_pos,Homocitrulline_pos,Homocysteic Acid_pos,Homocysteine_pos,Homoserine_pos,Hydroxy-Methylbutyrate_neg,Hydroxyanthranilate_pos,Hydroxycinnaminic acid_neg,Hydroxyglutarate_neg,Hydroxyindoleacetate_pos,Hydroxykynurenine_pos,Hydroxytryptophan_pos,Imidazoleacetate_pos,Imidazoleacetic Acid_pos,Indole_pos,Indole-2-Carboxylic Acid_neg,Indoleacrylate_pos,Isopropylmalic Acid_neg,Itaconate_neg,Ketohexanoic Acid_neg,Ketoisovalerate_neg,Ketoisovaleric Acid_pos,Ketoleucine_neg,Kynurenate_pos,Lipoamide_pos,Lipoic Acid_pos,Lysine_pos,Malate_neg,Margaric Acid_neg,Melatonin_pos,Metanephrine_pos,Methionine Sulfoxide_pos,Methionine_pos,Methoxytyramine_pos,Methyl Phenylacetate_neg,Methyl-Oxovalerate_neg,Methylamino-Alanine_pos,Methylene-THF_pos,Methylglutarate_neg,Methylhistamine_pos,Methylsuccinate_neg,Methyltetrahydrofolate_pos,Methylthioadenosine_pos,Mevalonolactone_pos,Myoinositol_neg,n-Glycylproline_pos,NADH_1_pos,NADH_2_pos,NADH_3_pos,Nicotinamide Riboside_pos,Norvaline_pos,Ornithine_pos,Oxoguanine/3-Methoxytyramine_pos,Phosphocholine_pos,phosphoenolpyruvate_1_neg,Phosphoenolpyruvate_neg,Phosphoglycerate_pos,Phosphoglycerates_neg,Phosphoserine_pos,Pipecolate_pos,Proline_pos,Propylene Glycol_pos,Riboflavin_pos,S-Ribosyl-L-Homocysteine_pos,Sarcosine_pos,Serine_pos,Serotonin_pos,Spermidine_pos,Succinylcarnitine/3-Hydroxyisovalerylcarnitine_pos,Symmetric Dimethylarginine_pos,Taurine_neg,Theobromine_pos,Thiamine_pos,Threonine_pos,Thymidylic Acid_pos,Trans-Aconitate_neg,Trimethylamine Oxide_pos,Trimethylamine_pos,Tryptophan_pos,UDP_pos,Urea_pos,Ureidopropionate_pos,Uric Acid_pos,Valerylcarnitine_pos,Valine_pos,Xanthurenic Acid_neg,Xylonate_neg
UO1_Set1_ALL_080_sample 046,9.77321449,5.089919576,10.93391108,282.9408882,1.89256429,0.00337009,5.811417015,5.033814537,0.370031884,0.006320045,0.096502892,1.81344181,0.245836213,0.005535976,0.546759047,0.057870065,0.242955208,2.093854423,0.078243541,18.80715455,0.005589245,0.844952345,1.463672296,6.129892716,0.2778577,1.01171283,0.846693435,122.6242704,0.163101181,14.50619058,5.246184443,0.557785591,8.768357619,9.170211412,12.24063235,0.520602907,76.49481086,4.945171786,4.194543805,0.451885145,21.4045627,0.034672796,0.551056073,2.168601598,3.089298665,197.1364768,4.217536304,0.418357098,0.11307893,0.166998972,4.954287796,0.108023555,0.043895784,0.012877556,0.750166636,17.15555623,0.005459213,0.057706555,81.38645645,41.58361438,0.01376699,0.024832297,0.035969488,59.47311177,0.031797099,0.00087,0.002802382,35.46143064,3.701731889,1.435886833,0.079587274,0.059779695,32.33793785,0.396640779,1.08170592,2.552533097,0.691439303,2.72592471,29.85038318,6.159108677,0.479827232,0.018633868,0.040116357,71.97884022,8.550714437,0.428601081,7.957666051,2.386733111,13.21640068,0.034648137,38.78884376,0.002340056,0.012657452,0.31016787,0.034862265,0.617075717,0.006681969,5.453007502,100.1336577,1.061082904,104.2656875,0.042456815,0.006244435,5.485324147,15.23021641,1.563722311,154.0754131,0.522806166,0.007377513,0.005805965,4.835892995,0.106663014,0.194786142,0.942990334,0.005077298,0.122816682,66.03454708,7.612669275,0.001492318,37.68069361,0.236841581,0.155015737,0.110459054,4.746634269,360.9066847,27.53274839,2.781756501,181.0325824,0.135932548,0.057921332,15.61006133,0.02409668,1.091895195,1.073805032,462.2539369,0.791607398,1.014094817,0.176832322,1.430547759,58.15890429,62.22584715,91.07890132,15.40889399,8.492003032,0.004525881,0.864541716,47.27640567,16.85830322,0.139497633,0.001564234,0.198156677,3.71973973,272.2180257,2.185217256,3.954421981,1.699174393,2.103720803,4.705396284,385.2515798,0.005144084,0.061861894
UO1_Set1_ALL_081_sample 047,11.69030897,5.609186852,16.84175156,394.7982792,4.400811353,0.003975131,8.537809756,6.540711645,0.337928074,0.009326468,0.149970297,2.349642165,0.22118226,0.006005606,0.910508688,0.065059914,0.30056494,3.82117897,0.1045134,22.63245009,0.007071595,1.479106804,2.188091543,27.30192073,0.358132006,1.491436405,0.60330265,205.5518401,0.14523332,22.87284757,7.855454994,0.612165922,14.04569665,8.966985739,15.54952354,0.540336236,117.7977526,5.899970291,5.928221764,1.997577675,32.95276994,0.037060653,0.613397723,2.86104084,4.753787832,291.1524964,7.980734094,1.057895218,0.151846734,0.245328941,6.511943428,0.081953657,0.048902775,0.014216558,2.151491023,24.07921172,0.015652899,0.150219107,154.2828468,49.38148334,0.013996369,0.02736588,0.062322367,86.21319109,0.037571204,0.000854,0.002613808,26.86548176,1.334475074,2.02090136,0.143712143,0.170339578,68.58972222,0.454715297,1.904112971,2.012322242,0.845047579,5.006838971,42.24335368,6.347738693,0.502439579,0.02186026,0.093893736,103.7285386,9.928305381,0.462899403,9.6191625,2.728287861,20.84510567,0.038288011,55.80964013,0.002247808,0.014038823,0.23309571,0.041009477,0.852795707,0.006723441,6.312076868,147.4243555,1.14613904,124.4173462,0.138084564,0.007268538,10.15892938,19.44244363,2.530282547,188.1411412,0.624844685,0.008831883,0.005841602,4.662785858,0.104447086,0.214194219,1.003466209,0.008614865,0.115766076,97.71377377,8.553962567,0.001313221,29.182482,0.235265895,0.147465652,0.135716844,21.24083431,441.7857873,32.78064526,1.855438376,256.6593073,0.117612849,0.050413345,17.18045168,0.027246095,1.227043327,1.733270261,588.7037303,1.045450283,1.609961606,0.205065682,2.068296063,81.62381209,66.73576541,102.8592828,47.31183462,13.54126259,0.004257391,1.051956682,62.6482465,25.77764945,0.210599802,0.001706348,0.235638407,6.47923233,365.6070309,0.624184077,3.927953819,2.760966747,3.038477852,31.29480175,455.8536162,0.008280684,0.030347258
UO1_Set1_ALL_082_sample 048,9.696036643,6.040900627,13.02574897,289.6589872,2.537435676,0.003436058,6.920550947,6.063829596,0.36414516,0.008734916,0.086673872,1.853881502,0.189371735,0.005562867,0.67833625,0.047530966,0.264379904,2.74106472,0.073622273,19.27617044,0.005164341,1.294258643,1.854780249,15.67491514,0.290651731,1.042220543,0.686477094,140.1100494,0.110904324,16.30450967,6.903923052,0.545989948,11.02669763,9.568221258,14.95590364,0.498879897,34.03806096,1.520210876,4.471074305,0.823365726,16.21624427,0.024893489,0.51818423,1.853583449,4.061293984,224.3223522,6.049613853,0.43329664,0.124665216,0.176276727,5.078749797,0.066032704,0.028944514,0.010163058,1.474735283,16.47159297,0.007473731,0.075393116,111.774443,40.79887047,0.010568831,0.021420808,0.010894249,49.86742043,0.032605012,0.000648,0.002496516,50.92092174,3.430265658,1.598238531,0.07001485,0.081458988,44.83132386,0.40101689,1.592138604,1.855679909,0.6726295,3.715941056,34.78419835,5.277838712,0.447026421,0.018558863,0.053727853,82.61263361,8.519599067,0.390025871,7.547343857,2.269564419,12.97258771,0.028475092,41.31457269,0.001968712,0.013557097,0.191401686,0.036035491,0.778735766,0.005871016,5.488825494,103.4302956,0.97614339,99.70245382,0.07641269,0.006043398,7.296915022,15.8811307,2.279151613,160.5582026,0.523880384,0.006068493,0.004987867,2.942807846,0.061354175,0.193170526,0.973446179,0.00765187,0.112359048,79.43639496,6.587759816,0.001220912,49.17439642,0.22076608,0.128525105,0.111257621,10.29480815,371.90879,38.93681472,1.943539162,213.7471817,0.041153813,0.0162262,7.054818657,0.008041013,0.76941352,1.467027508,508.4213944,0.756145334,1.459123704,0.171122891,1.388676615,70.23513512,58.3388441,51.36621596,33.73879172,11.20803177,0.001648433,0.848494612,49.64890111,19.48622349,0.148507123,0.00157777,0.203461971,4.427343173,271.7609084,0.988637625,4.035085024,0.832869998,1.788434058,24.880043,391.5965392,0.006129049,0.024002717
UO1_Set1_ALL_083_sample 049,10.62811137,4.971356477,11.95079969,290.9621666,2.047531597,0.003192585,6.179349812,5.582655026,0.440287518,0.005516589,0.126098545,1.953340973,0.271404619,0.005173781,0.653062858,0.049527544,0.280475045,2.458501092,0.093210628,19.83470097,0.005543306,0.929652702,1.448645316,7.714291288,0.346757027,1.126382667,0.850612924,122.1079881,0.171601456,15.51898922,5.618301745,0.642671551,10.43734599,11.22232241,14.62855703,0.553245494,81.30119411,5.054502973,4.770597176,0.455643288,22.26982349,0.028432109,0.529337609,1.737857959,3.775823781,215.8134734,5.764548656,0.453660158,0.195251463,0.150587866,5.445910759,0.10264323,0.029895584,0.011985593,0.812795589,13.61808853,0.004769605,0.045112377,90.98357682,43.50527882,0.012108542,0.022377381,0.023183157,69.87107918,0.031367499,0.000836,0.002306841,48.13680536,3.34260744,1.655616025,0.10234324,0.046019873,30.92384746,0.406806717,1.275431661,3.063291532,0.738795649,3.237603744,31.25623025,5.851551911,0.530257468,0.018342276,0.042253749,74.54271684,9.204150151,0.482050833,8.698197459,2.522300008,14.72543649,0.027468349,42.32709999,0.001864201,0.011511719,0.33451986,0.033008744,0.642088351,0.006608816,5.683510816,111.1682676,1.197451097,111.1157232,0.033656312,0.006467553,6.173381443,18.84746949,1.958294408,166.2037573,0.574715603,0.006036204,0.005622047,5.90657597,0.09665403,0.190125649,0.969099638,0.004646958,0.143377246,72.44986632,7.495246957,0.001183806,49.101231,0.211843921,0.133646097,0.118603566,4.956595555,395.9614731,28.42515515,3.265919764,191.5996171,0.069307111,0.029205246,10.469687,0.012619086,0.872163441,1.196983569,501.3445316,0.698687869,1.132179188,0.201674075,1.526989441,56.83239911,64.31853217,81.90275673,17.40129714,10.1574729,0.004995675,0.929141297,57.88396925,18.66464611,0.232021566,0.001515383,0.229833607,4.356823386,294.6113809,1.437250881,4.258008335,2.014809293,2.683774421,4.12626152,410.9522578,0.006000147,0.05711978
UO1_Set1_ALL_084_sample 050,8.561614541,3.964337078,10.5054276,250.3477795,1.805567976,0.002086444,5.688723549,5.299473914,0.313756452,0.005177159,0.089504332,1.668105446,0.235639028,0.004548341,0.808589531,0.038179472,0.236651171,1.754656679,0.041261753,18.85864017,0.007766369,0.91147177,1.642644695,3.418329505,0.302354739,0.985927233,0.773250435,107.0783281,0.156530296,13.88832621,4.973909127,0.415866993,10.79067214,9.836156248,10.64973555,0.491777212,72.95319559,4.565146313,3.963741096,0.36773065,18.75620367,0.019668266,0.45116597,1.176554774,3.83785875,195.4104107,6.495933641,0.436162848,0.130111098,0.127020893,4.570100238,0.087496367,0.01539851,0.00941403,0.499240369,13.69216199,0.005719621,0.025202274,86.58165033,34.242888,0.008890071,0.021066681,0.006304018,52.20931928,0.030452138,0.000906,0.002318868,47.68428574,2.994936263,1.219607581,0.038002245,0.026017115,42.4637592,0.350193342,1.449861864,1.760843393,0.653338524,2.616980044,27.07892696,4.958399067,0.429323799,0.016867914,0.040873416,79.81657444,8.039042596,0.374408813,5.869564514,1.678840801,13.59192572,0.023108503,35.28269708,0.002242579,0.008893062,0.308427492,0.030405378,0.712555231,0.006032568,5.157122684,94.92872505,0.942468149,84.60514748,0.040362585,0.005863104,4.66411174,14.59584329,1.704830662,150.4563353,0.479198557,0.005316305,0.005253885,2.207174531,0.062942085,0.167419988,0.946070792,0.005242726,0.107995557,67.26818079,5.071440021,0.000961,49.91689582,0.1438111,0.066867646,0.077422507,5.712049005,347.5978051,34.28630868,1.562620959,155.2584706,0.026050235,0.010949347,5.868590415,0.005324273,0.67560555,0.864812719,431.8979983,0.537719263,0.908986658,0.139511706,1.825116783,57.79362324,57.6727156,60.48173953,14.20909153,10.63646303,0.00620506,0.833572967,42.15843218,16.41171344,0.161869871,0.001383933,0.229196852,3.762117825,248.0075655,0.280429998,3.792807583,1.800248063,2.498495842,4.20312502,362.9288208,0.00511796,0.048614392
UO1_Set1_ALL_085_BLANK,138.9395089,14.91752593,42.87416987,57.97573316,27.36879855,0.39606395,0.535710525,1.272131355,2.977783485,1.143730228,0.312825961,18.77760735,0.384353508,2.834639847,0.586834692,4.496283562,3.515896506,6.941895956,0.020630877,4.077276415,0.820808826,5.289422726,7.23597335,0.120816811,2.47657852,17.14091939,2.080253499,49.19393532,0.824227045,9.279758953,31.25030267,0.156308031,1.507135669,0.91884681,78.20347066,2.629136144,0.789093628,98.72676087,0.279761326,0.385313377,2.335419493,4.581614619,1.810756172,18.5413236,2.194783234,30.91815931,0.094921037,5.54956362,0.596841408,1.441184738,19.26561094,0.000244,0.000587289,1.623642052,0.248817229,0.331336968,0.000127,0.753068925,8.954483816,6.12989239,1.625251598,0.37169543,0.251267224,1.371050581,0.001044444,0.614541289,1.703927495,4.397368462,40.17291364,1.256913924,0.016842847,0.591948543,40.20520616,0.147271261,14.82171995,25.95274992,9.83043845,33.24741129,9.912898019,2523.617241,4.764169239,10.8621116,0.000292,163.6710359,82.76809587,0.134474103,108.6432331,33.32801599,7.165633522,2.423674402,44.9533706,0.935310459,1.592499326,18.66752914,13.14374019,4.714423501,2.035624597,0.796215843,2.070895382,0.265260077,8.087279765,0.466992456,2.624426482,80.26836005,202.1064348,1.07397904,17.14969997,7.773432145,2.053706586,1.772735249,33.02276941,0.009013271,0.24929678,6.702878903,0.362515185,1.51935541,5.792170263,33.92174398,0.404178509,5.010271714,0.02347809,0.207109061,0.015845055,1.109359726,63.58496154,8.669652693,14.7681299,5.328165211,3.348851354,1.426251381,58.53082726,0.637552571,5.247299367,6.077982703,207.5177231,6.307470373,0.018797464,0.559117066,1.268001643,6.751291796,11.74092868,68.94576987,0.343729685,6.494094533,0.0003765,10.81689346,1.319639717,7.548677791,0.017429512,0.573550126,4.116840314,14.73017895,0.476684889,1.119577635,25.19547394,1.879941811,0.176654549,0.165164276,68.27512346,0.000443,0.521646315
UO1_Set1_ALL_086_Pooled QC,13.83340117,3.433262145,12.86598099,381.122808,2.810792473,0.003390474,8.210289627,7.225545048,0.418828575,0.008861963,0.103157127,2.353602837,0.201652678,0.007440629,1.224174556,0.040728552,0.342323317,2.663596344,0.117893811,22.15671802,0.00570786,1.474185753,2.10228103,9.213557792,0.299967411,1.485063265,0.762668492,151.9804626,0.228136213,16.74673045,7.286146004,0.662296392,14.61656746,25.335422,10.7464529,0.55967009,85.22163933,6.938255879,2.658543728,0.932876173,21.15652908,0.034069668,0.617759477,2.440092526,4.868000914,225.9147214,7.638178238,0.589380936,0.162809071,0.178297627,5.087720558,0.089593647,0.042958196,0.009854064,0.899010377,11.78400499,0.008514318,0.092890543,141.333818,51.79868122,0.01023269,0.025700735,0.059157429,56.58187542,0.040756415,0.000922,0.002667055,23.64061786,4.478359059,1.2483533,0.072684833,0.102478272,49.31654204,0.543875258,1.863482863,2.598099798,0.990753553,4.002057539,43.68992498,7.246948882,0.605708986,0.026657498,0.050446703,73.87262156,10.44270419,0.459794153,10.5018859,3.10451805,13.88740537,0.022820519,42.00842052,0.002647867,0.019755928,0.264213188,0.044881287,0.92443342,0.007651843,6.679430242,109.0927378,1.381155276,128.3943535,0.055835338,0.008403357,8.449560776,25.35983246,2.160589544,140.8318173,0.752746669,0.006982255,0.006592035,3.642003373,0.068510156,0.211470805,1.137068651,0.008325442,0.160249545,96.89218691,5.867026588,0.001665473,22.28903717,0.239576829,0.140272262,0.103105819,18.21797435,448.364242,33.88834042,1.911890957,182.85255,0.061939081,0.024545937,11.35649337,0.012651777,1.601424778,1.254130011,580.9458672,0.264447816,0.761471322,0.045440226,2.49907221,108.418316,67.19395054,92.70083311,15.60708624,12.82658451,0.00978429,1.172287386,38.89426283,25.49550568,0.103424044,0.001931679,0.296071432,4.804651447,334.6356693,0.742285478,4.764513313,1.798482537,3.067628578,9.057962618,449.8484478,0.005715598,0.054824768
UO1_Set1_ALL_087_NIST Plasma,145.3411446,104.5814044,139.9932468,1740.786499,26.25449364,0.69860618,1.61980076,77.02764358,23.17988745,1.454707103,2.782760237,18.3876897,0.467657367,3.110770609,13.89033102,7.222842243,3.629642443,47.70290503,0.471721184,148.307322,0.944713891,10.82669863,9.555369114,87.74567067,2.920886899,1215.706971,2.099123347,2791.557566,0.864757385,47.83242262,73.76002663,6.667356702,476.0967353,0.526774753,133.3204002,0.237542271,379.0450148,729.2454977,0.115002665,0.863424825,1.958235796,4.328754937,2.604173605,15.12749792,38.46354114,682.0828778,50.96873544,1287.402428,8.495566418,8.371295156,28.83788954,3.570116719,0.000587289,2.29446756,0.341926727,0.371531906,0.538359599,8.589525731,57.25568841,291.3201065,2.306156097,0.93403423,0.650783289,143.7050017,2.488869625,0.300898545,1.122753272,5.778712621,1.334475074,0.058610088,1.196582467,0.703068326,417.0034651,8.051024648,198.3105077,37.82949386,10.42278172,33.71229083,191.1438536,2706.686461,5.391536485,12.18113409,1.047745017,182.8859944,82.54327671,3.48531713,298.9025361,113.1245158,151.6501165,4.268847238,473.7855695,0.803835485,3.784467534,95.73601473,15.46285376,5.674556918,2.884534986,48.26106425,1226.89503,0.265260077,644.7160123,0.971694474,3.176512648,90.22915238,250.9474198,10.80939502,800.8774547,8.036337028,2.091538994,2.588299099,74.23300332,0.312333676,15.54269628,15.0061061,1.513365476,1.456595407,20.12733847,38.11791249,0.98302489,5.621973957,0.666281103,0.181859957,0.558326055,3.263385934,3478.743055,111.3403046,12.47058191,7.749671236,3.10200285,1.192597572,69.16788638,0.572951417,4.29874695,31.54402087,5207.37596,5.493108159,0.445590614,0.900547181,34.51229614,19.29464042,10.71274365,81.35340118,14.21368554,121.8517866,7.796561886,364.6194083,0.688889115,110.9198016,16.50006162,0.671199471,186.0413773,20.64121848,3836.935243,0.024622749,482.369884,9.326759198,740.3873077,35.87871167,3465.192726,3.257595729,1.585383295
UO1_Set1_ALL_088_BLANK,146.1057695,0.597989259,45.43141244,55.35460702,27.8786285,0.000389,0.318571375,1.272131355,3.338715154,1.966249152,0.385808146,18.97838775,0.310811431,5.152732311,0.598948351,7.708603817,3.650317314,7.123144879,0.020630877,4.210729422,1.4086482,5.258519943,8.186626731,2.804565164,2.882809735,18.99802185,1.807619869,53.03501934,0.873207832,0.279448983,33.52988472,0.156308031,121.9432787,1.057666163,2.15092388,2.367925792,0.789093628,97.67605644,0.007252996,0.361799157,2.278586555,7.136508073,1.869588446,18.74890313,1.931938394,32.87770836,1.500446424,6.720931144,0.677135525,1.649880888,20.12411409,0.27505018,0.678765642,2.756426441,0.115029205,0.468130087,0.135099584,0.981147401,9.723273989,6.12989239,2.656899433,0.670930509,0.576053586,1.141523136,1.818273458,0.856960832,3.117342328,4.944374728,1.334475074,1.119818355,0.380263786,0.709231005,42.58850315,8.96748563,14.0838451,28.00006863,10.16767334,108.4289424,10.5221803,4202.796781,4.844176684,19.00993072,0.000292,111.0659811,89.26177738,3.006899328,110.1109763,36.10106266,7.461460242,3.763405298,47.13394866,0.000668847,2.748243921,30.78504255,22.49326431,5.133766215,3.480317613,0.796215843,2.070895382,0.265260077,8.087279765,0.000425,4.359462949,85.85560902,220.0634757,0.956635656,26.11918937,8.295856895,3.50946811,3.038618215,33.08669468,0.009013271,0.45085328,7.248428268,0.518880788,1.515127951,4.828809928,36.47628357,0.0003425,5.249895077,0.530477579,0.197375,0.015845055,1.075432881,67.41890074,8.65606044,16.1680011,5.274118191,4.443843997,1.345446284,57.61469305,0.000474,4.549830363,5.837519003,207.6318757,6.375614515,0.018797464,0.045440226,1.248765472,7.104887066,5.907999497,65.61974653,0.343729685,7.027805843,0.09740394,11.30230167,1.441617695,7.394503815,0.365532783,1.00031436,4.269913273,16.07549492,0.476684889,0.713019346,25.21961047,2.2815524,2.491388894,4.051701122,71.0829119,0.000443,0.000389
UO1_Set1_ALL_089_sample 051,9.218858279,4.692374476,13.84525711,298.0045687,1.875368182,0.003124224,7.474644622,5.158302765,0.35940048,0.007886398,0.129218503,1.898157377,0.299034699,0.005247465,0.780452478,0.041943031,0.246448973,2.776254253,0.07663896,18.75282927,0.006144112,1.022033845,2.024657874,6.235789993,0.310577561,1.118595397,0.831773013,135.5591776,0.169637421,17.27990937,6.574183593,0.480449851,11.58672221,15.75448869,6.340729876,0.508413756,95.59015003,4.945214583,5.657315498,0.21733137,22.43354191,0.033152363,0.520275936,1.410792803,4.834683376,238.0040122,7.295925526,0.407156486,0.222300151,0.150877055,5.191098804,0.104392944,0.049439012,0.010124581,1.121303248,19.76912682,0.005946154,0.04430922,130.3830166,41.3637963,0.009719945,0.028088102,0.016315814,81.86683618,0.032461339,0.000957,0.002419785,19.47164682,1.334475074,1.490435533,0.057490841,0.043317579,41.14409341,0.377762832,1.677584652,1.665758133,0.737009597,5.35862462,32.89490848,5.434099142,0.52303771,0.017409955,0.075637881,89.68960379,8.702076003,0.411234597,7.571496242,2.058062906,14.96448559,0.023594268,43.76541854,0.001991705,0.011835328,0.340465324,0.033829375,0.80323552,0.006531458,5.942186453,118.5802293,0.960926548,98.32899837,0.080936149,0.005716703,5.376559701,18.10388847,1.850957581,169.9169693,0.518263122,0.005483983,0.005681738,2.78500162,0.088376086,0.191831556,1.208381546,0.006057204,0.097644197,81.32138432,4.684958087,0.001096445,19.38528698,0.214323505,0.118856921,0.11133021,31.84681068,380.8981892,33.20905545,1.883982355,229.8963219,0.060299358,0.026283824,9.591848037,0.014403845,0.964212747,1.100453142,485.4121257,0.616783774,1.447782493,0.148403292,1.736938529,63.12534137,60.99288831,47.27377645,24.26216949,12.94416047,0.010084656,0.903574273,55.98473287,19.93612162,0.433765183,0.001481014,0.245139357,4.897882641,284.813412,0.310532437,3.671999742,2.119591099,2.804007968,7.809146104,395.9995519,0.006661317,0.065744893
UO1_Set1_ALL_090_sample 052,9.043202545,4.687171866,14.25555538,296.9051364,1.713761441,0.002991489,7.875800327,4.782899288,0.39887032,0.008136238,0.114325674,1.838914253,0.227148384,0.005134742,0.887237923,0.044523781,0.239841639,3.00356387,0.084793229,20.45761375,0.006417771,1.163092413,2.155994345,10.9654871,0.322175648,1.099524117,1.000834157,120.2980866,0.169263767,17.83317946,6.171325972,0.436780107,8.852571558,14.07475379,7.463211738,0.484584261,55.11032236,4.824411137,6.189378509,0.417623964,9.44717145,0.035206245,0.57564148,1.459133828,6.273272712,230.1731998,6.909080795,0.486305789,0.186149371,0.155490754,5.277842215,0.121410554,0.054855889,0.01101426,1.132327398,16.27019849,0.006557473,0.073136535,120.4263396,43.64322818,0.010322066,0.027111072,0.010290986,69.51854321,0.035337423,0.000556,0.00218499,6.292911621,3.900161494,1.338229404,0.072433166,0.079506664,39.73840536,0.147271261,2.094593533,1.846703729,0.685036148,4.276539435,34.66390512,5.661523427,0.510591608,0.017528024,0.054526389,101.1158862,8.517020171,0.420961705,7.115982105,2.107408405,14.9384986,0.026318811,45.80943964,0.002428329,0.014285766,0.392818776,0.035249626,0.826131428,0.006948962,5.53246061,118.0312817,0.894007728,106.9739664,0.1013971,0.006624509,5.86693045,17.19996813,1.946175564,169.0217163,0.498290639,0.005916435,0.006006925,2.759407642,0.080381098,0.206680026,1.068768843,0.006657256,0.133451092,83.05434486,4.695291864,0.001252728,6.005759468,0.169943454,0.128871335,0.123357777,3.181006366,368.6740481,32.54082552,1.114648469,248.622565,0.084647093,0.038324313,11.6407495,0.018680729,1.948576887,0.996977089,462.3169975,0.630123938,1.426030427,0.163089276,1.852041054,61.96306477,57.17382855,60.25859762,21.68237205,20.31767213,0.015110361,0.895420326,53.31367229,20.81513012,0.291846535,0.001525778,0.20801522,4.96488092,281.0526518,0.261569843,3.477604682,1.218383947,1.619734564,15.09269057,389.0309789,0.006604377,0.060784736
UO1_Set1_ALL_091_sample 053,9.72000388,4.746593865,11.72276862,347.8154293,1.869382117,0.003231205,8.66041364,5.010366784,0.340139073,0.006695273,0.103992721,2.004559497,0.319425936,0.005573691,0.660260616,0.041510253,0.25742027,2.210629551,0.095829612,20.39449358,0.00531719,0.963185075,1.599377352,6.324043453,0.270609714,1.163871508,0.554908554,137.262776,0.105202159,15.45281259,4.920571621,0.592670724,12.55813799,8.943229335,10.61338739,0.532570369,71.94442451,4.757276351,3.873224557,0.466052775,30.07871855,0.027397248,0.563059202,1.851819186,3.360695284,216.3646128,4.448116882,0.42990554,0.112469668,0.146736304,4.924362974,0.110895958,0.033597889,0.009934383,0.891862345,12.60443566,0.006500754,0.079547745,97.51228162,46.65003206,0.010309925,0.024345391,0.034586672,63.63899978,0.034376897,0.00064,0.002874562,39.93453582,3.793810712,1.750749681,0.074389306,0.084205308,44.06652267,0.379345213,1.569278885,1.936127835,0.764212926,4.063452131,32.70317133,6.175276855,0.512183679,0.019013454,0.048038133,68.74415293,8.926000569,0.397685493,8.447456921,2.375329233,13.51192782,0.026106343,41.25477235,0.002386212,0.012674246,0.302315299,0.032728624,0.766322279,0.006519847,5.777437467,104.180193,1.133687326,116.1673221,0.051846133,0.006532908,6.283991031,17.72930607,1.650087127,153.9424536,0.54793046,0.005260227,0.005682585,2.724305184,0.077565913,0.193627776,1.092316001,0.005672419,0.115366346,96.89918159,5.395955548,0.000887,37.79437258,0.243921976,0.145395965,0.116017611,34.88712655,382.1001303,23.99029773,2.225613913,182.9850133,0.060272411,0.026001785,9.198403447,0.011658986,1.040562648,1.070720657,482.3806611,0.681476502,0.836173466,0.192710749,1.636879883,70.30366568,65.23536703,41.16302838,18.84298325,9.412625844,0.005308573,0.918479282,47.70264506,19.6690926,0.128333375,0.001548806,0.249206595,4.099351318,290.3104556,0.81301639,2.450206398,1.53689812,2.897345971,9.223090529,401.9488623,0.005853232,0.065574945
